"","Unnamed: 0","index","Date (MM/DD/YYYY)","File","Gtype","Flight Time","Start Time","End Time","Landing","Start_Alt (ft MSL)","Max Altitude (ft MSL/ft AGL)","Surface Height (ft MSL)","Pressure Altitude (ft MSL)","Offset (ft)","Sensor Info","ENL_Engine_Run_Start_Times","MOP_Engine_Run_Start_Times","RPM_Engine_Run_Start_Times","ENL_Engine_Run_Altitudes_MSL","MOP_Engine_Run_Altitudes_MSL","RPM_Engine_Run_Altitudes_MSL","ENL_Engine_Run_Altitudes_AGL","MOP_Engine_Run_Altitudes_AGL","RPM_Engine_Run_Altitudes_AGL","ENL_Noise_Registration_Times","MOP_Noise_Registration_Times","RPM_Noise_Registration_Times","ENL_Noise_Registration_Altitudes_AGL","MOP_Noise_Registration_Altitudes_AGL","RPM_Noise_Registration_Altitudes_AGL","first_event_time","event_type","event_sensor","first_event_datetime","flight_start_datetime","window_start","window_end","engine_run_agls","altitude_rate_pre_event_window (ft/s)","distance_traveled_during_window (miles)","is_circling_during_pre_event_window","terrain_elev_at_engine_run (ft)","terrain_label_at_engine_run","Engine_Start_Above_1000ft","engine_run_times (s)","height_gain_loss (ft)","avg_speed_while_engine_running (knots)","min_speed_while_engine_running (knots)","max_speed_while_engine_running (knots)","All_Min_TAS_knots","All_Max_TAS_knots","All_Avg_TAS_knots","All_Post_Run_Min_TAS_knots","All_Post_Run_Max_TAS_knots","All_Post_Run_Avg_TAS_knots","Circling_Segment_Found","Min_Speed_While_Engine_Running_knots","Max_Speed_While_Engine_Running_knots","Avg_Speed_While_Engine_Running_knots","max_noise_ENL","max_noise_MOP","max_noise_RPM","Engine_Run_Start_Times","time_difference","Engine_Event_LessThan_5min_into_flight","Height_Gain_Indicator","All_Gain_For_Flight_Ind","Height_Loss_Indicator","All_Loss_For_Flight_Ind","Blue_Line_Speed_Success_Ind","successful_start"
"707","707","1493","03/17/2011","13HC4A41.igc","Antares 20E","3:49:16","16:54:42","204358","HOME","144","5672[5525]","44","-66","-110","Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=172858 and: 4028 msl [3917 agl]; Height gain/loss is: -210
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=173742 and: 3982 msl [3858 agl]; Height gain/loss is: 56
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=174054 and: 3943 msl [3825 agl]; Height gain/loss is: -374
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=184918 and: 2401 msl [2303 agl]; Height gain/loss is: -266
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=190606 and: 2582 msl [2464 agl]; Height gain/loss is: -99
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=190958 and: 1965 msl [1877 agl]; Height gain/loss is: -312
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=195938 and: 3238 msl [3084 agl]; Height gain/loss is: -433
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=200326 and: 2601 msl [2444 agl]; Height gain/loss is: -88
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=201258 and: 3070 msl [2897 agl]; Height gain/loss is: -413
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=203318 and: 2545 msl [2408 agl]; Height gain/loss is: -223
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=203542 and: 2099 msl [1981 agl]; Height gain/loss is: -249
Antares20E's ENL monitor reports Engine Run 6 minutes, starts at T=203722 and: 1833 msl [1712 agl]; Height gain/loss is: -1630
Antares20E Motor noise registered by ENL sensor at t=['172858', '173010', '173742', '173926', '174054', '174246', '174846', '174910', '175558', '175622', '181630', '181650', '181806', '181838', '183230', '183258', '184758', '184846', '184918', '185018', '190146', '190206', '190606', '190710', '190718', '190810', '190958', '191158', '191242', '191306', '191418', '191514', '192642', '192734', '193114', '193146', '194402', '194430', '195238', '195302', '195938', '200102', '200326', '200434', '200534', '200606', '201258', '201410', '201502', '201522', '201550', '201646', '201710', '201742', '202610', '202634', '202826', '202854', '203318', '203434', '203542', '203654', '203722', '204354'] and [3917, 3704, 3858, 3917, 3825, 3455, 2694, 2716, 2868, 2943, 2631, 2730, 2727, 2789, 2664, 2500, 2759, 2477, 2303, 2024, 3264, 3389, 2464, 2395, 2415, 2060, 1877, 1545, 1447, 1424, 1411, 1608, 5079, 5000, 4446, 4186, 3763, 3999, 4622, 4482, 3084, 2678, 2444, 2386, 2247, 2122, 2897, 2490, 2467, 2392, 2199, 2027, 2158, 2237, 3937, 3842, 3613, 3498, 2408, 2198, 1981, 1739, 1712, 79]AGL","203722.0","","","1833.0","","","1712.0","","","181650.0","","","2730.0","","","17:37:42","Engine_Run_Start","ENL","2011-03-17 17:37:42","1900-01-01 16:54:42","2011-03-17 17:32:42","2011-03-17 17:37:42","1712.0","-0.88","6.900797900789577","False","118.07139216308592","Urban","True","360","-1630","","","","62.7","75.5","68.7","","","","False","","","","996.0","","","20:37:22","03:42:40","0","0","0","1","0","1","0"
"708","708","1501","03/20/2024","2024-03-20-NAV-170863-01.igc","DUO DISCUS T","3:10:52","18:00:25","211117","HOME","137","4498[4380]","42","-10","-52","DuoDiscusXLT's ENL monitor reports Engine Run 1 minutes, starts at T=181818 and: 3372 msl [3261 agl]; Height gain/loss is: 148
DuoDiscusXLT Motor noise registered by ENL sensor at t=['181818', '181919'] and [3261, 3409]AGL","181818.0","","","3372.0","","","3261.0","","","181818.0","","","3261.0","","","18:18:18","Engine_Run_Start","ENL","2024-03-20 18:18:18","1900-01-01 18:00:25","2024-03-20 18:13:18","2024-03-20 18:18:18","3261.0","0.6633333333333333","5.173404644608671","True","114.07632266662596","Open Forest","True","60","148","","","","58.1","64.9","60.9","46.5","61.7","56.4","True","","","","999.0","","","18:18:18","00:17:53","0","1","1","0","0","1","1"
"709","709","1504","03/15/2020","03FV83L1.igc","ASW 27-18 E (ASG-29E)","4:10:57","16:48:00","205857","HOME","144","5902[5801]","44","-65","-109","ASG29E18m's ENL monitor reports Engine Run 1 minutes, starts at T=171130 and: 3802 msl [3681 agl]; Height gain/loss is: 338
ASG29E18m Motor noise registered by ENL sensor at t=['171130', '171234'] and [3681, 4045]AGL","171130.0","","","3802.0","","","3681.0","","","171130.0","","","3681.0","","","17:11:30","Engine_Run_Start","ENL","2020-03-15 17:11:30","1900-01-01 16:48:00","2020-03-15 17:06:30","2020-03-15 17:11:30","3681.0","0.3133333333333333","5.686839593553472","False","140.75497454406738","Closed Forest","True","60","338","77.72","66.75","85.58","54.0","68.3","56.6","49.5","74.3","63.3","False","66.75","85.58","77.72","651.0","","","17:11:30","00:23:30","0","1","1","0","0","1","1"
"710","710","1515","04/19/2010","04JC4A41.igc","Antares 20E","3:01:00","17:48:27","204927","HOME","423","5767[5368]","129","91","-38","Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175319 and: 2352 msl [1992 agl]; Height gain/loss is: -450
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180903 and: 5357 msl [4928 agl]; Height gain/loss is: -226
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=182403 and: 5013 msl [4653 agl]; Height gain/loss is: -233
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=182527 and: 4704 msl [4304 agl]; Height gain/loss is: -564
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=204659 and: 1325 msl [879 agl]; Height gain/loss is: -840
Antares20E Motor noise registered by ENL sensor at t=['174831', '174847', '175319', '175447', '180039', '180107', '180119', '180143', '180903', '181011', '181239', '181323', '181527', '181543', '181631', '181707', '182131', '182159', '182223', '182259', '182403', '182515', '182527', '182919', '182927', '182951', '183023', '183103', '183403', '183419', '183823', '183839', '183855', '183907', '184159', '184211', '185103', '185115', '185127', '185143', '185523', '185539', '185823', '185907', '185931', '190015', '191003', '191023', '191203', '191223', '191323', '191343', '193051', '193107', '193819', '193835', '194803', '194819', '194855', '194915', '195251', '195303', '200351', '200407', '200735', '200759', '200835', '200903', '200911', '200927', '200951', '201023', '201259', '201315', '202335', '202407', '202431', '202455', '202655', '202707', '202819', '202847', '202955', '203007', '203027', '203043', '203055', '203107', '203155', '203219', '203227', '203243', '204659', '204919'] and [7, 33, 1992, 1446, 2533, 2496, 2432, 2307, 4928, 4669, 4705, 4685, 4694, 4705, 4689, 4698, 4908, 4846, 4819, 4735, 4653, 4380, 4304, 3737, 3678, 3612, 3619, 3553, 4311, 4465, 5236, 5194, 5164, 5148, 4702, 4715, 3989, 3966, 3878, 3832, 3468, 3412, 3163, 3002, 2995, 2743, 3097, 2956, 3064, 3068, 3074, 2992, 4062, 3940, 4797, 4685, 4081, 3977, 4111, 4102, 5132, 5073, 3862, 3859, 2985, 2890, 2943, 2842, 2766, 2645, 2514, 2247, 2116, 2227, 3750, 3556, 3504, 3435, 3717, 3661, 3454, 3248, 3412, 3324, 3206, 3202, 3130, 3087, 2753, 2540, 2468, 2355, 879, 52]AGL","175319.0","","","2352.0","","","1992.0","","","174831.0","","","7.0","","","18:09:03","Engine_Run_Start","ENL","2010-04-19 18:09:03","1900-01-01 17:48:27","2010-04-19 18:04:03","2010-04-19 18:09:03","1992.0","1.9533333333333327","6.350618321618244","False","349.5178434625244","Closed Forest","True","60","-450","","","","68.6","69.4","69.0","56.4","69.5","59.4","False","","","","900.0","","","17:53:19","00:04:52","1","0","0","1","1","1","0"
"711","711","1515","04/19/2010","04JC4A41.igc","Antares 20E","3:01:00","17:48:27","204927","HOME","423","5767[5368]","129","91","-38","Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175319 and: 2352 msl [1992 agl]; Height gain/loss is: -450
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180903 and: 5357 msl [4928 agl]; Height gain/loss is: -226
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=182403 and: 5013 msl [4653 agl]; Height gain/loss is: -233
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=182527 and: 4704 msl [4304 agl]; Height gain/loss is: -564
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=204659 and: 1325 msl [879 agl]; Height gain/loss is: -840
Antares20E Motor noise registered by ENL sensor at t=['174831', '174847', '175319', '175447', '180039', '180107', '180119', '180143', '180903', '181011', '181239', '181323', '181527', '181543', '181631', '181707', '182131', '182159', '182223', '182259', '182403', '182515', '182527', '182919', '182927', '182951', '183023', '183103', '183403', '183419', '183823', '183839', '183855', '183907', '184159', '184211', '185103', '185115', '185127', '185143', '185523', '185539', '185823', '185907', '185931', '190015', '191003', '191023', '191203', '191223', '191323', '191343', '193051', '193107', '193819', '193835', '194803', '194819', '194855', '194915', '195251', '195303', '200351', '200407', '200735', '200759', '200835', '200903', '200911', '200927', '200951', '201023', '201259', '201315', '202335', '202407', '202431', '202455', '202655', '202707', '202819', '202847', '202955', '203007', '203027', '203043', '203055', '203107', '203155', '203219', '203227', '203243', '204659', '204919'] and [7, 33, 1992, 1446, 2533, 2496, 2432, 2307, 4928, 4669, 4705, 4685, 4694, 4705, 4689, 4698, 4908, 4846, 4819, 4735, 4653, 4380, 4304, 3737, 3678, 3612, 3619, 3553, 4311, 4465, 5236, 5194, 5164, 5148, 4702, 4715, 3989, 3966, 3878, 3832, 3468, 3412, 3163, 3002, 2995, 2743, 3097, 2956, 3064, 3068, 3074, 2992, 4062, 3940, 4797, 4685, 4081, 3977, 4111, 4102, 5132, 5073, 3862, 3859, 2985, 2890, 2943, 2842, 2766, 2645, 2514, 2247, 2116, 2227, 3750, 3556, 3504, 3435, 3717, 3661, 3454, 3248, 3412, 3324, 3206, 3202, 3130, 3087, 2753, 2540, 2468, 2355, 879, 52]AGL","180903.0","","","5357.0","","","4928.0","","","174847.0","","","33.0","","","18:09:03","Engine_Run_Start","ENL","2010-04-19 18:09:03","1900-01-01 17:48:27","2010-04-19 18:04:03","2010-04-19 18:09:03","4928.0","1.4066666666666667","6.160967663906077","True","442.70309102722166","Other","True","60","-226","","","","62.9","69.8","66.1","61.9","81.2","68.1","False","","","","740.0","","","18:09:03","00:20:36","0","0","0","1","1","1","0"
"712","712","1515","04/19/2010","04JC4A41.igc","Antares 20E","3:01:00","17:48:27","204927","HOME","423","5767[5368]","129","91","-38","Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175319 and: 2352 msl [1992 agl]; Height gain/loss is: -450
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180903 and: 5357 msl [4928 agl]; Height gain/loss is: -226
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=182403 and: 5013 msl [4653 agl]; Height gain/loss is: -233
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=182527 and: 4704 msl [4304 agl]; Height gain/loss is: -564
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=204659 and: 1325 msl [879 agl]; Height gain/loss is: -840
Antares20E Motor noise registered by ENL sensor at t=['174831', '174847', '175319', '175447', '180039', '180107', '180119', '180143', '180903', '181011', '181239', '181323', '181527', '181543', '181631', '181707', '182131', '182159', '182223', '182259', '182403', '182515', '182527', '182919', '182927', '182951', '183023', '183103', '183403', '183419', '183823', '183839', '183855', '183907', '184159', '184211', '185103', '185115', '185127', '185143', '185523', '185539', '185823', '185907', '185931', '190015', '191003', '191023', '191203', '191223', '191323', '191343', '193051', '193107', '193819', '193835', '194803', '194819', '194855', '194915', '195251', '195303', '200351', '200407', '200735', '200759', '200835', '200903', '200911', '200927', '200951', '201023', '201259', '201315', '202335', '202407', '202431', '202455', '202655', '202707', '202819', '202847', '202955', '203007', '203027', '203043', '203055', '203107', '203155', '203219', '203227', '203243', '204659', '204919'] and [7, 33, 1992, 1446, 2533, 2496, 2432, 2307, 4928, 4669, 4705, 4685, 4694, 4705, 4689, 4698, 4908, 4846, 4819, 4735, 4653, 4380, 4304, 3737, 3678, 3612, 3619, 3553, 4311, 4465, 5236, 5194, 5164, 5148, 4702, 4715, 3989, 3966, 3878, 3832, 3468, 3412, 3163, 3002, 2995, 2743, 3097, 2956, 3064, 3068, 3074, 2992, 4062, 3940, 4797, 4685, 4081, 3977, 4111, 4102, 5132, 5073, 3862, 3859, 2985, 2890, 2943, 2842, 2766, 2645, 2514, 2247, 2116, 2227, 3750, 3556, 3504, 3435, 3717, 3661, 3454, 3248, 3412, 3324, 3206, 3202, 3130, 3087, 2753, 2540, 2468, 2355, 879, 52]AGL","182403.0","","","5013.0","","","4653.0","","","175319.0","","","1992.0","","","18:09:03","Engine_Run_Start","ENL","2010-04-19 18:09:03","1900-01-01 17:48:27","2010-04-19 18:04:03","2010-04-19 18:09:03","4653.0","-0.2133333333333333","6.2548538971453","True","375.6140280944824","Open Forest","True","60","-233","","","","57.2","67.1","61.6","61.1","72.7","67.5","False","","","","996.0","","","18:24:03","00:35:36","0","0","0","1","1","1","0"
"713","713","1515","04/19/2010","04JC4A41.igc","Antares 20E","3:01:00","17:48:27","204927","HOME","423","5767[5368]","129","91","-38","Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175319 and: 2352 msl [1992 agl]; Height gain/loss is: -450
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180903 and: 5357 msl [4928 agl]; Height gain/loss is: -226
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=182403 and: 5013 msl [4653 agl]; Height gain/loss is: -233
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=182527 and: 4704 msl [4304 agl]; Height gain/loss is: -564
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=204659 and: 1325 msl [879 agl]; Height gain/loss is: -840
Antares20E Motor noise registered by ENL sensor at t=['174831', '174847', '175319', '175447', '180039', '180107', '180119', '180143', '180903', '181011', '181239', '181323', '181527', '181543', '181631', '181707', '182131', '182159', '182223', '182259', '182403', '182515', '182527', '182919', '182927', '182951', '183023', '183103', '183403', '183419', '183823', '183839', '183855', '183907', '184159', '184211', '185103', '185115', '185127', '185143', '185523', '185539', '185823', '185907', '185931', '190015', '191003', '191023', '191203', '191223', '191323', '191343', '193051', '193107', '193819', '193835', '194803', '194819', '194855', '194915', '195251', '195303', '200351', '200407', '200735', '200759', '200835', '200903', '200911', '200927', '200951', '201023', '201259', '201315', '202335', '202407', '202431', '202455', '202655', '202707', '202819', '202847', '202955', '203007', '203027', '203043', '203055', '203107', '203155', '203219', '203227', '203243', '204659', '204919'] and [7, 33, 1992, 1446, 2533, 2496, 2432, 2307, 4928, 4669, 4705, 4685, 4694, 4705, 4689, 4698, 4908, 4846, 4819, 4735, 4653, 4380, 4304, 3737, 3678, 3612, 3619, 3553, 4311, 4465, 5236, 5194, 5164, 5148, 4702, 4715, 3989, 3966, 3878, 3832, 3468, 3412, 3163, 3002, 2995, 2743, 3097, 2956, 3064, 3068, 3074, 2992, 4062, 3940, 4797, 4685, 4081, 3977, 4111, 4102, 5132, 5073, 3862, 3859, 2985, 2890, 2943, 2842, 2766, 2645, 2514, 2247, 2116, 2227, 3750, 3556, 3504, 3435, 3717, 3661, 3454, 3248, 3412, 3324, 3206, 3202, 3130, 3087, 2753, 2540, 2468, 2355, 879, 52]AGL","182527.0","","","4704.0","","","4304.0","","","175447.0","","","1446.0","","","18:09:03","Engine_Run_Start","ENL","2010-04-19 18:09:03","1900-01-01 17:48:27","2010-04-19 18:04:03","2010-04-19 18:09:03","4304.0","-0.5966666666666667","6.235401424309706","True","404.7375405535889","Other","True","180","-564","","","","65.5","70.0","67.3","57.7","73.5","66.6","False","","","","908.0","","","18:25:27","00:37:00","0","0","0","1","1","1","0"
"714","714","1515","04/19/2010","04JC4A41.igc","Antares 20E","3:01:00","17:48:27","204927","HOME","423","5767[5368]","129","91","-38","Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175319 and: 2352 msl [1992 agl]; Height gain/loss is: -450
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180903 and: 5357 msl [4928 agl]; Height gain/loss is: -226
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=182403 and: 5013 msl [4653 agl]; Height gain/loss is: -233
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=182527 and: 4704 msl [4304 agl]; Height gain/loss is: -564
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=204659 and: 1325 msl [879 agl]; Height gain/loss is: -840
Antares20E Motor noise registered by ENL sensor at t=['174831', '174847', '175319', '175447', '180039', '180107', '180119', '180143', '180903', '181011', '181239', '181323', '181527', '181543', '181631', '181707', '182131', '182159', '182223', '182259', '182403', '182515', '182527', '182919', '182927', '182951', '183023', '183103', '183403', '183419', '183823', '183839', '183855', '183907', '184159', '184211', '185103', '185115', '185127', '185143', '185523', '185539', '185823', '185907', '185931', '190015', '191003', '191023', '191203', '191223', '191323', '191343', '193051', '193107', '193819', '193835', '194803', '194819', '194855', '194915', '195251', '195303', '200351', '200407', '200735', '200759', '200835', '200903', '200911', '200927', '200951', '201023', '201259', '201315', '202335', '202407', '202431', '202455', '202655', '202707', '202819', '202847', '202955', '203007', '203027', '203043', '203055', '203107', '203155', '203219', '203227', '203243', '204659', '204919'] and [7, 33, 1992, 1446, 2533, 2496, 2432, 2307, 4928, 4669, 4705, 4685, 4694, 4705, 4689, 4698, 4908, 4846, 4819, 4735, 4653, 4380, 4304, 3737, 3678, 3612, 3619, 3553, 4311, 4465, 5236, 5194, 5164, 5148, 4702, 4715, 3989, 3966, 3878, 3832, 3468, 3412, 3163, 3002, 2995, 2743, 3097, 2956, 3064, 3068, 3074, 2992, 4062, 3940, 4797, 4685, 4081, 3977, 4111, 4102, 5132, 5073, 3862, 3859, 2985, 2890, 2943, 2842, 2766, 2645, 2514, 2247, 2116, 2227, 3750, 3556, 3504, 3435, 3717, 3661, 3454, 3248, 3412, 3324, 3206, 3202, 3130, 3087, 2753, 2540, 2468, 2355, 879, 52]AGL","204659.0","","","1325.0","","","879.0","","","180039.0","","","2533.0","","","18:09:03","Engine_Run_Start","ENL","2010-04-19 18:09:03","1900-01-01 17:48:27","2010-04-19 18:04:03","2010-04-19 18:09:03","879.0","-1.163333333333333","9.0836740024729","False","455.2100920477295","Closed Forest","False","120","-840","","","","66.2","71.0","68.5","","","","False","","","","996.0","","","20:46:59","02:58:32","0","0","0","1","1","1","0"
"715","715","1543","06/12/2021","16CVAHZ1 - 43.igc","Twinshark","2:26:25","20:21:49","224814","LOUT","2644","9648[5732]","806","794","-12","Twinshark's ENL monitor reports Engine Run 6 minutes, starts at T=202149 and: 2644 msl [-9 agl]; Height gain/loss is: 2477
Twinshark's ENL monitor reports Engine Run 1 minutes, starts at T=223829 and: 6118 msl [3487 agl]; Height gain/loss is: 4
Twinshark Motor noise registered by ENL sensor at t=['202150', '202759', '223829', '224009'] and [-9, 2369, 3487, 3465]AGL","202149.0","","","2644.0","","","-9.0","","","202150.0","","","-9.0","","","22:38:29","Engine_Run_Start","ENL","2021-06-12 22:38:29","1900-01-01 20:21:49","2021-06-12 22:33:29","2021-06-12 22:38:29","-9.0","0.0","0.1083207876235907","False","2644.6293753515624","Herbaceous vegetation","False","360","2477","75.69","49.9","89.05","45.6","94.7","73.1","45.2","90.4","67.2","True","49.9","89.05","75.69","999.0","","","20:21:49","00:00:00","1","1","1","0","0","0","0"
"716","716","1543","06/12/2021","16CVAHZ1 - 43.igc","Twinshark","2:26:25","20:21:49","224814","LOUT","2644","9648[5732]","806","794","-12","Twinshark's ENL monitor reports Engine Run 6 minutes, starts at T=202149 and: 2644 msl [-9 agl]; Height gain/loss is: 2477
Twinshark's ENL monitor reports Engine Run 1 minutes, starts at T=223829 and: 6118 msl [3487 agl]; Height gain/loss is: 4
Twinshark Motor noise registered by ENL sensor at t=['202150', '202759', '223829', '224009'] and [-9, 2369, 3487, 3465]AGL","223829.0","","","6118.0","","","3487.0","","","202759.0","","","2369.0","","","22:38:29","Engine_Run_Start","ENL","2021-06-12 22:38:29","1900-01-01 20:21:49","2021-06-12 22:33:29","2021-06-12 22:38:29","3487.0","-2.18","9.448778910181234","False","2630.0398098779297","Herbaceous vegetation","True","60","4","70.41","58.01","84.96","47.1","74.6","55.1","45.0","94.3","70.8","True","58.01","84.96","70.41","999.0","","","22:38:29","02:16:40","0","1","1","0","0","1","1"
"717","717","1549","08/15/2021","18FVACN1.igc","ASH 31 MI","3:48:13","17:43:27","213140","HOME","948","6541[5843]","289","246","-43","ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=174327 and: 948 msl [10 agl]; Height gain/loss is: 1827
ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=174642 and: 2942 msl [2053 agl]; Height gain/loss is: 1611
ASH3118Mjune Motor noise registered by ENL sensor at t=['174328', '174623', '174624', '174636', '174642', '174941', '213126', '213129', '213131', '213134', '213139', '213140'] and [10, 1867, 1884, 1975, 2053, 3671, 124, 109, 109, 112, 108, 108]AGL","174327.0","","","948.0","","","10.0","","","174328.0","","","10.0","","","17:46:42","Engine_Run_Start","ENL","2021-08-15 17:46:42","1900-01-01 17:43:27","2021-08-15 17:41:42","2021-08-15 17:46:42","10.0","0.0","0.0499995852284926","False","935.4897545629884","Shrubs","False","120","1827","72.72","54.7","84.09","45.1","84.1","72.2","45.6","81.0","69.1","True","54.7","84.09","72.72","999.0","","","17:43:27","00:00:00","1","1","1","0","0","0","0"
"718","718","1549","08/15/2021","18FVACN1.igc","ASH 31 MI","3:48:13","17:43:27","213140","HOME","948","6541[5843]","289","246","-43","ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=174327 and: 948 msl [10 agl]; Height gain/loss is: 1827
ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=174642 and: 2942 msl [2053 agl]; Height gain/loss is: 1611
ASH3118Mjune Motor noise registered by ENL sensor at t=['174328', '174623', '174624', '174636', '174642', '174941', '213126', '213129', '213131', '213134', '213139', '213140'] and [10, 1867, 1884, 1975, 2053, 3671, 124, 109, 109, 112, 108, 108]AGL","174642.0","","","2942.0","","","2053.0","","","174623.0","","","1867.0","","","17:46:42","Engine_Run_Start","ENL","2021-08-15 17:46:42","1900-01-01 17:43:27","2021-08-15 17:41:42","2021-08-15 17:46:42","2053.0","2.03","3.567899872588124","False","893.1714441357421","Open Forest","True","120","1611","64.95","55.37","84.49","47.0","77.8","66.0","45.7","94.0","76.0","True","55.37","84.49","64.95","999.0","","","17:46:42","00:03:15","1","1","1","0","0","1","0"
"719","719","1558","03/13/2020","03DVAAW2.igc","VENTUS 3M","1:10:26","18:19:22","192948","HOME","137","5495[5387]","42","-40","-82","Ventus3M's ENL monitor reports Engine Run 7 minutes, starts at T=181922 and: 141 msl [20 agl]; Height gain/loss is: 3500
Ventus3M's ENL monitor reports Engine Run 3 minutes, starts at T=184010 and: 3602 msl [3498 agl]; Height gain/loss is: 1539
Ventus3M's ENL monitor reports Engine Run 5 minutes, starts at T=185859 and: 2057 msl [1920 agl]; Height gain/loss is: 2929
Ventus3M Motor noise registered by ENL sensor at t=['181923', '182648', '184010', '184348', '185859', '190457', '192935', '192946'] and [20, 3510, 3498, 5023, 1920, 4862, 66, 49]AGL","181922.0","","","141.0","","","20.0","","","181923.0","","","20.0","","","18:40:10","Engine_Run_Start","ENL","2020-03-13 18:40:10","1900-01-01 18:19:22","2020-03-13 18:35:10","2020-03-13 18:40:10","20.0","0.0212765957446808","0.0630396285903344","False","110.96764466552736","Open Forest","False","420","3500","57.31","39.63","63.91","45.1","74.5","56.3","45.0","89.9","72.4","True","39.63","63.91","57.31","999.0","","","18:19:22","00:00:00","1","1","1","0","0","1","0"
"720","720","1558","03/13/2020","03DVAAW2.igc","VENTUS 3M","1:10:26","18:19:22","192948","HOME","137","5495[5387]","42","-40","-82","Ventus3M's ENL monitor reports Engine Run 7 minutes, starts at T=181922 and: 141 msl [20 agl]; Height gain/loss is: 3500
Ventus3M's ENL monitor reports Engine Run 3 minutes, starts at T=184010 and: 3602 msl [3498 agl]; Height gain/loss is: 1539
Ventus3M's ENL monitor reports Engine Run 5 minutes, starts at T=185859 and: 2057 msl [1920 agl]; Height gain/loss is: 2929
Ventus3M Motor noise registered by ENL sensor at t=['181923', '182648', '184010', '184348', '185859', '190457', '192935', '192946'] and [20, 3510, 3498, 5023, 1920, 4862, 66, 49]AGL","184010.0","","","3602.0","","","3498.0","","","182648.0","","","3510.0","","","18:40:10","Engine_Run_Start","ENL","2020-03-13 18:40:10","1900-01-01 18:19:22","2020-03-13 18:35:10","2020-03-13 18:40:10","3498.0","-0.3633333333333333","7.156178663020608","False","115.47902494293211","Other","True","180","1539","63.49","56.1","72.93","70.0","84.7","77.0","45.4","91.0","63.3","True","56.1","72.93","63.49","999.0","","","18:40:10","00:20:48","0","1","1","0","0","0","1"
