Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Start_Alt (ft MSL),Max Altitude (ft MSL/ft AGL),Surface Height (ft MSL),Pressure Altitude (ft MSL),Offset (ft),Sensor Info,ENL_Engine_Run_Start_Times,MOP_Engine_Run_Start_Times,RPM_Engine_Run_Start_Times,ENL_Engine_Run_Altitudes_MSL,MOP_Engine_Run_Altitudes_MSL,RPM_Engine_Run_Altitudes_MSL,ENL_Engine_Run_Altitudes_AGL,MOP_Engine_Run_Altitudes_AGL,RPM_Engine_Run_Altitudes_AGL,ENL_Noise_Registration_Times,MOP_Noise_Registration_Times,RPM_Noise_Registration_Times,ENL_Noise_Registration_Altitudes_AGL,MOP_Noise_Registration_Altitudes_AGL,RPM_Noise_Registration_Altitudes_AGL
08/21/2024,4536-9240051862.igc,ArcusM, 4:36:36,193321,000957,HOME,925,13638[11299],282,260,-22,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=193321 and: 915 msl [-15 agl]; Height gain/loss is: 1863
ArcusM Motor noise registered by ENL sensor at t=['193322', '193953'] and [-15, 1909]AGL",193321,,,915,,,-15.0,,,"193322,193953",,,"-15.0,1909.0",,
08/24/2024,4536-9239003543.igc,AS33Es18m,4:10:39,185201,230240,HOME,931,8671[6404],284,242,-42,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=185201 and: 951 msl [7 agl]; Height gain/loss is: 1775
AS33Es18m Motor noise registered by ENL sensor at t=['185202', '185600'] and [4, 1828]AGL",185201,,,951,,,7.0,,,"185202,185600",,,"4.0,1828.0",,
08/21/2024,4536-9239003445.igc,JS-3-18m,4:27:42,191823,234605,HOME,941,12339[10069],287,255,-32,"JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=191830 and: 921 msl [13 agl]; Height gain/loss is: 975
JS-3-18m's MOP monitor reports Engine Run 7 minutes, starts at T=233542 and: 4150 msl [2645 agl]; Height gain/loss is: -2182
JS-3-18m Motor noise registered by MOP sensor at t=['191826', '192032', '233404', '234321', '234347'] and [-22, 955, 3645, 1017, 922]AGL",,"191830,233542",,,"921,4150",,,"13.0,2645.0",,,"191826,192032,233404,234321,234347",,,"-22.0,955.0,3645.0,1017.0,922.0",
08/29/2024,4536-9240051976.igc,ArcusM,5:38:29,175559,233428,HOME,948,7112[6378],289,245,-44,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=175559 and: 941 msl [3 agl]; Height gain/loss is: 2083
ArcusM Motor noise registered by ENL sensor at t=['175600', '180200'] and [-2, 2152]AGL",175559,,,941,,,3.0,,,"175600,180200",,,"-2.0,2152.0",,
08/28/2024,4536-9241100565.igc,JS5,3:23:36,175311,211647,HOME,948,6384[5952],289,245,-44,"JS5's MOP monitor reports Engine Run 22 minutes, starts at T=202807 and: 1535 msl [915 agl]; Height gain/loss is: 3638
JS5 Motor noise registered by MOP sensor at t=['202807', '205015'] and [915, 4570]AGL",,202807,,,1535,,,915.0,,,"202807,205015",,,"915.0,4570.0",
08/21/2024,4536-9239003447.igc,AS33Es18m,4:15:46,191638,233224,HOME,931,12073[9823],284,255,-29,"AS33Es18m's ENL monitor reports Engine Run 2 minutes, starts at T=191638 and: 964 msl [20 agl]; Height gain/loss is: 1906
AS33Es18m Motor noise registered by ENL sensor at t=['191639', '191934'] and [20, 1939]AGL",191638,,,964,,,20.0,,,"191639,191934",,,"20.0,1939.0",,
08/20/2024,4536-9241100447.igc,EB29RGBD, 5:14:07,190515,001922,HOME,925,9904[7888],282,249,-33,"EB29RGBD's ENL monitor reports Engine Run 5 minutes, starts at T=190515 and: 912 msl [-18 agl]; Height gain/loss is: 2162
EB29RGBD Motor noise registered by ENL sensor at t=['190516', '191113', '191116', '191117', '001901', '001913'] and [-18, 2205, 2188, 2179, 56, 59]AGL",190515,,,912,,,-18.0,,,"190516,191113,191116,191117,1901,1913",,,"-18.0,2205.0,2188.0,2179.0,56.0,59.0",,
08/28/2024,4536-9239003650.igc,JS-3-18m,3:04:54,181826,212320,HOME,941,6338[5788],287,255,-32,"JS-3-18m's MOP monitor reports Engine Run 184 minutes, starts at T=181826 and: 938 msl [-5 agl]; Height gain/loss is: 56
JS-3-18m Motor noise registered by ENL sensor at t=['181859', '181900', '203630', '204436', '205550', '205736', '210228', '210555'] and [112, 138, 719, 4164, 1618, 2428, 3495, 5450]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['181827'] and [-8]AGL",,181826,,,938,,,-5.0,,"181859,181900,203630,204436,205550,205736,210228,210555",181827,,"112.0,138.0,719.0,4164.0,1618.0,2428.0,3495.0,5450.0",-8.0,
08/16/2024,4536-9241100387.igc,NixusAsh30polar,5:01:57,174900,225057,HOME,948,7572[7100],289,247,-42,"NixusAsh30polar's ENL monitor reports Engine Run 6 minutes, starts at T=174900 and: 951 msl [13 agl]; Height gain/loss is: 2116
NixusAsh30polar Motor noise registered by ENL sensor at t=['174901', '175547'] and [10, 2155]AGL",174900,,,951,,,13.0,,,"174901,175547",,,"10.0,2155.0",,
08/24/2024,4536-9240051916.igc,Twinshark,4:05:19,185904,230423,HOME,948,8451[7782],289,242,-47,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=185904 and: 948 msl [10 agl]; Height gain/loss is: 1922
Twinshark Motor noise registered by ENL sensor at t=['185905', '190453'] and [10, 1995]AGL",185904,,,948,,,10.0,,,"185905,190453",,,"10.0,1995.0",,
08/22/2024,4536-9240051883.igc,HpHTwinshark,5:13:37,183051,234428,HOME,948,10049[9088],289,262,-27,"HpHTwinshark's ENL monitor reports Engine Run 3 minutes, starts at T=183336 and: 1771 msl [810 agl]; Height gain/loss is: 1244
HpHTwinshark Motor noise registered by ENL sensor at t=['183336', '183726'] and [810, 2146]AGL",183336,,,1771,,,810.0,,,"183336,183726",,,"810.0,2146.0",,
08/14/2024,4536-9239003249.igc,JS-3-18m,4:08:51,181405,222256,HOME,938,7221[6830],286,253,-33,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=221306 and: 3677 msl [2759 agl]; Height gain/loss is: 128
JS-3-18m Motor noise registered by MOP sensor at t=['221306', '221435', '222238', '222246', '222250', '222254'] and [2759, 2847, 69, 82, 95, 95]AGL",,221306,,,3677,,,2759.0,,,"221306,221435,222238,222246,222250,222254",,,"2759.0,2847.0,69.0,82.0,95.0,95.0",
08/20/2024,4536-9239003431.igc,JS-3-18m, 4:53:00,200526,005826,HOME,938,7814[7260],286,253,-33,"JS-3-18m Motor noise registered by ENL sensor at t=['200527', '200528', '003138', '003143', '003151', '003930', '005239', '005245', '005252', '005406', '005424', '005425', '005813', '005815', '005819', '005822', '005825', '005826'] and [-5, -2, 1254, 1227, 1152, 4291, 1132, 1102, 1054, 1142, 1053, 1040, 65, 49, 46, 46, 42, 42]AGL",,,,,,,,,,"200527,200528,3138,3143,3151,3930,5239,5245,5252,5406,5424,5425,5813,5815,5819,5822,5825,5826",,,"-5.0,-2.0,1254.0,1227.0,1152.0,4291.0,1132.0,1102.0,1054.0,1142.0,1053.0,1040.0,65.0,49.0,46.0,46.0,42.0,42.0",,
08/28/2024,4536-9241100562.igc,JS-1-21m,3:52:57,181247,220544,HOME,931,6217[5624],284,245,-39,"JS-1-21m's MOP monitor reports Engine Run 20 minutes, starts at T=212413 and: 2093 msl [1257 agl]; Height gain/loss is: 3044
JS-1-21m Motor noise registered by MOP sensor at t=['200943', '201102', '212410', '214434', '214815', '214830', '220525', '220544'] and [3566, 3977, 1240, 4409, 4020, 4026, 62, 59]AGL",,212413,,,2093,,,1257.0,,,"200943,201102,212410,214434,214815,214830,220525,220544",,,"3566.0,3977.0,1240.0,4409.0,4020.0,4026.0,62.0,59.0",
08/27/2024,4536-9241100549.igc,EB29RGBD,4:03:04,174915,215219,HOME,938,6909[6076],286,233,-53,"EB29RGBD's ENL monitor reports Engine Run 4 minutes, starts at T=174915 and: 928 msl [-2 agl]; Height gain/loss is: 2238
EB29RGBD Motor noise registered by ENL sensor at t=['174916', '175402', '175403', '175405', '215153', '215154', '215159', '215204', '215214', '215217'] and [-2, 2287, 2297, 2290, 69, 69, 95, 82, 79, 79]AGL",174915,,,928,,,-2.0,,,"174916,175402,175403,175405,215153,215154,215159,215204,215214,215217",,,"-2.0,2287.0,2297.0,2290.0,69.0,69.0,95.0,82.0,79.0,79.0",,
08/28/2024,4536-9240051961.igc,ArcusT,4:26:57,173304,220001,HOME,925,6167[5584],282,225,-57,"ArcusT's ENL monitor reports Engine Run 22 minutes, starts at T=203557 and: 1377 msl [780 agl]; Height gain/loss is: 2143
ArcusT Motor noise registered by ENL sensor at t=['203557', '205815'] and [780, 2914]AGL",203557,,,1377,,,780.0,,,"203557,205815",,,"780.0,2914.0",,
08/22/2024,4536-9239003479.igc,AS33Es18m, 5:25:11,185638,002149,HOME,938,13480[11181],286,263,-23,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=185638 and: 984 msl [53 agl]; Height gain/loss is: 1742
AS33Es18m Motor noise registered by ENL sensor at t=['185639', '190026'] and [49, 1765]AGL",185638,,,984,,,53.0,,,"185639,190026",,,"49.0,1765.0",,
08/28/2024,4536-9240051962.igc,ArcusM,4:21:31,173200,215331,HOME,925,6315[5709],282,246,-36,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=173200 and: 918 msl [-12 agl]; Height gain/loss is: 2120
ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=195301 and: 1141 msl [377 agl]; Height gain/loss is: 2828
ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=202702 and: 2480 msl [2064 agl]; Height gain/loss is: 2113
ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=204910 and: 2027 msl [1444 agl]; Height gain/loss is: 1772
ArcusM's ENL monitor reports Engine Run 1 minutes, starts at T=210456 and: 2637 msl [2073 agl]; Height gain/loss is: 538
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=213801 and: 2785 msl [2011 agl]; Height gain/loss is: 820
ArcusM Motor noise registered by ENL sensor at t=['173201', '173720', '195301', '200037', '202702', '203249', '204910', '205337', '210456', '210559', '213801', '214125'] and [-9, 2166, 377, 3254, 2064, 4078, 1444, 3199, 2073, 2614, 2011, 2775]AGL","173200,195301,202702,204910,210456,213801",,,"918,1141,2480,2027,2637,2785",,,"-12.0,377.0,2064.0,1444.0,2073.0,2011.0",,,"173201,173720,195301,200037,202702,203249,204910,205337,210456,210559,213801,214125",,,"-9.0,2166.0,377.0,3254.0,2064.0,4078.0,1444.0,3199.0,2073.0,2614.0,2011.0,2775.0",,
08/14/2024,4536-9241100356.igc,JS-5,3:01:32,183245,213417,HOME,931,7280[6109],284,268,-16,"JS-5's MOP monitor reports Engine Run 1 minutes, starts at T=210415 and: 5321 msl [4406 agl]; Height gain/loss is: -33
JS-5 Motor noise registered by MOP sensor at t=['210415', '210523', '210929', '211006', '213352', '213356', '213414'] and [4406, 4376, 3960, 3859, 69, 69, 69]AGL",,210415,,,5321,,,4406.0,,,"210415,210523,210929,211006,213352,213356,213414",,,"4406.0,4376.0,3960.0,3859.0,69.0,69.0,69.0",
08/15/2024,4536-9241100370.igc,NixusAsh30polar,5:18:15,174042,225857,HOME,938,8802[6644],286,256,-30,"NixusAsh30polar's ENL monitor reports Engine Run 10 minutes, starts at T=174042 and: 938 msl [7 agl]; Height gain/loss is: 1850
NixusAsh30polar Motor noise registered by ENL sensor at t=['174043', '175045'] and [7, 1890]AGL",174042,,,938,,,7.0,,,"174043,175045",,,"7.0,1890.0",,
08/15/2024,4536-9239003287.igc,AS33Es18m,3:44:37,190710,225147,HOME,925,7791[6651],282,271,-11,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=190710 and: 964 msl [33 agl]; Height gain/loss is: 1637
AS33Es18m Motor noise registered by ENL sensor at t=['190711', '191021'] and [33, 1726]AGL",190710,,,964,,,33.0,,,"190711,191021",,,"33.0,1726.0",,
08/19/2024,4536-9240051835.igc,HpHTwinshark,6:05:37,173055,233632,HOME,925,9058[7480],282,235,-47,"HpHTwinshark's ENL monitor reports Engine Run 5 minutes, starts at T=173113 and: 1010 msl [82 agl]; Height gain/loss is: 2070
HpHTwinshark Motor noise registered by ENL sensor at t=['173113', '173702'] and [82, 2237]AGL",173113,,,1010,,,82.0,,,"173113,173702",,,"82.0,2237.0",,
08/26/2024,4536-9240051928.igc,ArcusM,4:44:57,164313,212810,HOME,938,8858[7635],286,216,-70,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=164313 and: 941 msl [16 agl]; Height gain/loss is: 2123
ArcusM Motor noise registered by ENL sensor at t=['164314', '164832'] and [13, 2189]AGL",164313,,,941,,,16.0,,,"164314,164832",,,"13.0,2189.0",,
08/28/2024,4536-9239003655.igc,JS-3-18m,3:16:34,175329,211003,HOME,931,6184[5463],284,241,-43,"JS-3-18m Motor noise registered by ENL sensor at t=['203334', '203541', '203545', '203546', '210946', '210948', '210952', '210958'] and [1722, 1854, 1857, 1867, 69, 65, 62, 66]AGL",,,,,,,,,,"203334,203541,203545,203546,210946,210948,210952,210958",,,"1722.0,1854.0,1857.0,1867.0,69.0,65.0,62.0,66.0",,
08/23/2024,4536-9239003516.igc,JS-3-18m,4:42:13,181547,225800,HOME,944,7460[6713],288,247,-41,"JS-3-18m's RPM monitor reports Engine Run 15 minutes, starts at T=214940 and: 1322 msl [935 agl]; Height gain/loss is: 2162
JS-3-18m Motor noise registered by MOP sensor at t=['193731', '193734', '193959', '194005', '194609', '194620', '195413', '195417', '195611', '195618', '195642', '195646', '200045', '200054', '200119', '200129', '200135', '200139', '200837', '200842', '201650', '201657', '202830', '202834', '214956', '220213'] and [5729, 5807, 4879, 4829, 2733, 2917, 4557, 4528, 3760, 3671, 3526, 3524, 4518, 4403, 4039, 3904, 3799, 3793, 5387, 5332, 3720, 3874, 4567, 4534, 880, 3498]AGL",,,214940,,,1322,,,935.0,,"193731,193734,193959,194005,194609,194620,195413,195417,195611,195618,195642,195646,200045,200054,200119,200129,200135,200139,200837,200842,201650,201657,202830,202834,214956,220213",,,"5729.0,5807.0,4879.0,4829.0,2733.0,2917.0,4557.0,4528.0,3760.0,3671.0,3526.0,3524.0,4518.0,4403.0,4039.0,3904.0,3799.0,3793.0,5387.0,5332.0,3720.0,3874.0,4567.0,4534.0,880.0,3498.0",
08/27/2024,4536-9240051942.igc,ArcusM,0:42:36,182832,191108,HOME,931,3461[2563],284,237,-47,"ArcusM's ENL monitor reports Engine Run 12 minutes, starts at T=182832 and: 925 msl [-22 agl]; Height gain/loss is: 1676
ArcusM Motor noise registered by ENL sensor at t=['182833', '184038'] and [-22, 1689]AGL",182832,,,925,,,-22.0,,,"182833,184038",,,"-22.0,1689.0",,
08/26/2024,4536-9241100529.igc,JS-1-21m,4:52:25,165531,214756,HOME,948,8067[6919],289,217,-72,"JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=165534 and: 944 msl [6 agl]; Height gain/loss is: 2044
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=182501 and: 4658 msl [3412 agl]; Height gain/loss is: 437
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=183219 and: 5643 msl [4259 agl]; Height gain/loss is: -348
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=185353 and: 5954 msl [4928 agl]; Height gain/loss is: -666
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=190114 and: 6066 msl [5181 agl]; Height gain/loss is: -115
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=190630 and: 6049 msl [5288 agl]; Height gain/loss is: -1250
JS-1-21m's MOP monitor reports Engine Run 7 minutes, starts at T=192101 and: 5784 msl [5115 agl]; Height gain/loss is: -1090
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=193702 and: 5820 msl [5007 agl]; Height gain/loss is: -1119
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=194719 and: 4248 msl [3520 agl]; Height gain/loss is: 607
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=195331 and: 4573 msl [3832 agl]; Height gain/loss is: -541
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=200404 and: 5488 msl [4783 agl]; Height gain/loss is: -761
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=201837 and: 5688 msl [5013 agl]; Height gain/loss is: -1348
JS-1-21m's MOP monitor reports Engine Run 6 minutes, starts at T=203358 and: 6568 msl [5985 agl]; Height gain/loss is: -1250
JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=205201 and: 6771 msl [6017 agl]; Height gain/loss is: -879
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=210727 and: 7263 msl [6020 agl]; Height gain/loss is: -475
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=213231 and: 6630 msl [5387 agl]; Height gain/loss is: -4029
JS-1-21m Motor noise registered by MOP sensor at t=['165532', '165948', '181643', '181822', '181852', '181938', '181959', '182131', '182209', '182234', '182310', '182646', '182938', '183136', '183157', '183652', '183756', '183853', '184324', '184654', '185339', '185816', '190103', '190351', '190622', '191236', '191329', '191712', '192053', '192803', '193041', '193339', '193608', '194227', '194303', '194620', '194705', '194828', '195127', '195224', '195250', '195655', '195727', '195801', '195831', '195925', '200356', '200756', '200838', '201136', '201215', '201249', '201822', '202435', '203029', '203135', '203349', '204055', '204531', '204823', '205150', '205610', '205928', '210408', '210715', '211308', '211557', '211808', '212506', '212712', '212858', '214219', '214341'] and [10, 2119, 5440, 5101, 4702, 4774, 4301, 4640, 4219, 4652, 3999, 3960, 4977, 4934, 4524, 4006, 3390, 3550, 2224, 2189, 5134, 4399, 5292, 5167, 5390, 4137, 3622, 3531, 5194, 3920, 4594, 4364, 5325, 3898, 3495, 3530, 3510, 4147, 4606, 4735, 4301, 3298, 2831, 2966, 2500, 2714, 4895, 4081, 3609, 2920, 2543, 2697, 5177, 3697, 4695, 5148, 6148, 4652, 5049, 4895, 6109, 4971, 5601, 5193, 6237, 5086, 5203, 4918, 5443, 4833, 5476, 1611, 1532]AGL",,"165534,182501,183219,185353,190114,190630,192101,193702,194719,195331,200404,201837,203358,205201,210727,213231",,,"944,4658,5643,5954,6066,6049,5784,5820,4248,4573,5488,5688,6568,6771,7263,6630",,,"6.0,3412.0,4259.0,4928.0,5181.0,5288.0,5115.0,5007.0,3520.0,3832.0,4783.0,5013.0,5985.0,6017.0,6020.0,5387.0",,,"165532,165948,181643,181822,181852,181938,181959,182131,182209,182234,182310,182646,182938,183136,183157,183652,183756,183853,184324,184654,185339,185816,190103,190351,190622,191236,191329,191712,192053,192803,193041,193339,193608,194227,194303,194620,194705,194828,195127,195224,195250,195655,195727,195801,195831,195925,200356,200756,200838,201136,201215,201249,201822,202435,203029,203135,203349,204055,204531,204823,205150,205610,205928,210408,210715,211308,211557,211808,212506,212712,212858,214219,214341",,,"10.0,2119.0,5440.0,5101.0,4702.0,4774.0,4301.0,4640.0,4219.0,4652.0,3999.0,3960.0,4977.0,4934.0,4524.0,4006.0,3390.0,3550.0,2224.0,2189.0,5134.0,4399.0,5292.0,5167.0,5390.0,4137.0,3622.0,3531.0,5194.0,3920.0,4594.0,4364.0,5325.0,3898.0,3495.0,3530.0,3510.0,4147.0,4606.0,4735.0,4301.0,3298.0,2831.0,2966.0,2500.0,2714.0,4895.0,4081.0,3609.0,2920.0,2543.0,2697.0,5177.0,3697.0,4695.0,5148.0,6148.0,4652.0,5049.0,4895.0,6109.0,4971.0,5601.0,5193.0,6237.0,5086.0,5203.0,4918.0,5443.0,4833.0,5476.0,1611.0,1532.0",
08/26/2024,4536-9241100535.igc,EB29R,4:39:07,170154,214101,HOME,948,8631[7733],289,213,-76,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=170154 and: 951 msl [13 agl]; Height gain/loss is: 1827
EB29R Motor noise registered by ENL sensor at t=['170155', '170726', '170729', '170730', '214023', '214024', '214029', '214031', '214035', '214036', '214038', '214040', '214045', '214051', '214056', '214058'] and [13, 1906, 1913, 1916, 115, 115, 134, 112, 108, 108, 112, 112, 112, 118, 115, 115]AGL",170154,,,951,,,13.0,,,"170155,170726,170729,170730,214023,214024,214029,214031,214035,214036,214038,214040,214045,214051,214056,214058",,,"13.0,1906.0,1913.0,1916.0,115.0,115.0,134.0,112.0,108.0,108.0,112.0,112.0,112.0,118.0,115.0,115.0",,
08/28/2024,4536-9240051967.igc,ArcusM,3:39:42,173121,211103,HOME,925,6213[5626],282,221,-61,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=173121 and: 918 msl [-12 agl]; Height gain/loss is: 1975
ArcusM's ENL monitor reports Engine Run 8 minutes, starts at T=195036 and: 1509 msl [880 agl]; Height gain/loss is: 3130
ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=202735 and: 3225 msl [2642 agl]; Height gain/loss is: 2752
ArcusM Motor noise registered by ENL sensor at t=['173122', '173624', '195036', '195857', '202735', '203438'] and [-9, 2021, 880, 3914, 2642, 5351]AGL","173121,195036,202735",,,"918,1509,3225",,,"-12.0,880.0,2642.0",,,"173122,173624,195036,195857,202735,203438",,,"-9.0,2021.0,880.0,3914.0,2642.0,5351.0",,
08/30/2024,4536-9240051995.igc,HpHTwinshark,4:51:47,174657,223844,HOME,925,7145[6621],282,252,-30,"HpHTwinshark's ENL monitor reports Engine Run 6 minutes, starts at T=174704 and: 928 msl [16 agl]; Height gain/loss is: 2431
HpHTwinshark Motor noise registered by ENL sensor at t=['174704', '175318'] and [16, 2467]AGL",174704,,,928,,,16.0,,,"174704,175318",,,"16.0,2467.0",,
08/30/2024,4536-9240051996.igc,Twinshark,4:28:41,180316,223157,HOME,941,7457[6910],287,254,-33,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=180316 and: 941 msl [16 agl]; Height gain/loss is: 1939
Twinshark Motor noise registered by ENL sensor at t=['180317', '180838'] and [16, 2014]AGL",180316,,,941,,,16.0,,,"180317,180838",,,"16.0,2014.0",,
08/24/2024,4536-9240051920.igc,ArcusM,3:48:38,191609,230447,HOME,931,8061[7258],284,229,-55,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=191609 and: 921 msl [-26 agl]; Height gain/loss is: 1907
ArcusM Motor noise registered by ENL sensor at t=['191610', '192300', '230419', '230425'] and [-29, 1893, 42, 49]AGL",191609,,,921,,,-26.0,,,"191610,192300,230419,230425",,,"-29.0,1893.0,42.0,49.0",,
08/28/2024,4536-9239003633.igc,JS-3-18m,3:10:57,181223,212320,HOME,931,6715[6279],284,249,-35,"JS-3-18m's MOP monitor reports Engine Run 11 minutes, starts at T=205440 and: 1735 msl [1106 agl]; Height gain/loss is: 2808
JS-3-18m Motor noise registered by ENL sensor at t=['212231', '212232'] and [13, 13]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['205440', '210557', '211916', '211920'] and [1106, 3769, 1076, 1033]AGL",,205440,,,1735,,,1106.0,,"212231,212232","205440,210557,211916,211920",,"13.0,13.0","1106.0,3769.0,1076.0,1033.0",
08/15/2024,4536-9239003297.igc,Ventus3T,4:56:33,175457,225130,HOME,944,7788[6332],288,264,-24,"Ventus3T's MOP monitor reports Engine Run 3 minutes, starts at T=175457 and: 944 msl [13 agl]; Height gain/loss is: 1870
Ventus3T Motor noise registered by ENL sensor at t=['175458', '175717'] and [17, 1204]AGL
Ventus3T Motor noise registered by MOP sensor at t=['175458', '175853'] and [17, 1860]AGL",,175457,,,944,,,13.0,,"175458,175717","175458,175853",,"17.0,1204.0","17.0,1860.0",
08/30/2024,4536-9239003703.igc,AS33Es18m,4:04:39,180442,220921,HOME,931,6840[6309],284,255,-29,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=180442 and: 961 msl [30 agl]; Height gain/loss is: 1922
AS33Es18m Motor noise registered by ENL sensor at t=['180443', '180753'] and [30, 1991]AGL",180442,,,961,,,30.0,,,"180443,180753",,,"30.0,1991.0",,
08/28/2024,4536-9240051965.igc,ArcusM,4:25:24,172951,215515,LOUT,925,6223[5647],282,245,-37,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=195019 and: 1351 msl [600 agl]; Height gain/loss is: 1801
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=202516 and: 2267 msl [1772 agl]; Height gain/loss is: 1213
ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=203458 and: 2178 msl [1683 agl]; Height gain/loss is: 1831
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=204904 and: 2404 msl [1821 agl]; Height gain/loss is: 1021
ArcusM's ENL monitor reports Engine Run 2 minutes, starts at T=210539 and: 2362 msl [1792 agl]; Height gain/loss is: 902
ArcusM's ENL monitor reports Engine Run 1 minutes, starts at T=213924 and: 3435 msl [2763 agl]; Height gain/loss is: 459
ArcusM Motor noise registered by ENL sensor at t=['195019', '195441', '201225', '201226', '202516', '202819', '203458', '203943', '204311', '204312', '204904', '205209', '210539', '210756', '213924', '214107'] and [600, 2529, 3776, 3760, 1772, 3034, 1683, 3544, 2540, 2536, 1821, 2802, 1792, 2631, 2763, 3248]AGL","195019,202516,203458,204904,210539,213924",,,"1351,2267,2178,2404,2362,3435",,,"600.0,1772.0,1683.0,1821.0,1792.0,2763.0",,,"195019,195441,201225,201226,202516,202819,203458,203943,204311,204312,204904,205209,210539,210756,213924,214107",,,"600.0,2529.0,3776.0,3760.0,1772.0,3034.0,1683.0,3544.0,2540.0,2536.0,1821.0,2802.0,1792.0,2631.0,2763.0,3248.0",,
08/13/2024,4536-9240051752.igc,ArcusM,3:54:16,182315,221731,HOME,948,7109[6660],289,251,-38,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=182315 and: 954 msl [16 agl]; Height gain/loss is: 1926
ArcusM Motor noise registered by ENL sensor at t=['182316', '182828'] and [10, 2008]AGL",182315,,,954,,,16.0,,,"182316,182828",,,"10.0,2008.0",,
08/18/2024,4536-9241100423.igc,EB29R,5:19:24,180226,232150,HOME,925,9330[7421],282,258,-24,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=180226 and: 931 msl [0 agl]; Height gain/loss is: 1969
EB29R Motor noise registered by ENL sensor at t=['180227', '180615'] and [4, 2015]AGL",180226,,,931,,,0.0,,,"180227,180615",,,"4.0,2015.0",,
08/27/2024,4536-9241100559.igc,EB29R,3:23:42,175728,212110,HOME,938,6942[6368],286,242,-44,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=175728 and: 948 msl [23 agl]; Height gain/loss is: 1985
EB29R Motor noise registered by ENL sensor at t=['175729', '180231', '212110'] and [23, 2038, 79]AGL",175728,,,948,,,23.0,,,"175729,180231,212110",,,"23.0,2038.0,79.0",,
08/11/2024,4536-9239003158.igc,JS-3-18m,4:01:46,183701,223847,HOME,928,7047[6513],283,244,-39,"JS-3-18m Motor noise registered by MOP sensor at t=['222037', '222041', '222556', '222735', '222819', '222822', '222827', '222838'] and [4393, 4350, 3504, 2779, 2382, 2388, 2379, 2339]AGL",,,,,,,,,,,"222037,222041,222556,222735,222819,222822,222827,222838",,,"4393.0,4350.0,3504.0,2779.0,2382.0,2388.0,2379.0,2339.0",
08/24/2024,4536-9240051914.igc,ArcusM,3:57:15,191415,231130,HOME,931,7896[7077],284,254,-30,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=191415 and: 921 msl [-26 agl]; Height gain/loss is: 2166
ArcusM Motor noise registered by ENL sensor at t=['191416', '192010', '231119', '231122'] and [-26, 2225, 43, 43]AGL",191415,,,921,,,-26.0,,,"191416,192010,231119,231122",,,"-26.0,2225.0,43.0,43.0",,
