"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime"	"flight_start_datetime"	"window_start"	"window_end"	"engine_run_agls"	"altitude_rate_pre_event_window (ft/s)"	"distance_traveled_during_window (miles)"	"is_circling_during_pre_event_window"	"terrain_elev_at_engine_run (ft)"	"terrain_label_at_engine_run"	"Engine_Start_Above_1000ft"	"engine_run_times (s)"	"height_gain_loss (ft)"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"All_Min_TAS_knots"	"All_Max_TAS_knots"	"All_Avg_TAS_knots"	"All_Post_Run_Min_TAS_knots"	"All_Post_Run_Max_TAS_knots"	"All_Post_Run_Avg_TAS_knots"	"Circling_Segment_Found"	"Min_Speed_While_Engine_Running_knots"	"Max_Speed_While_Engine_Running_knots"	"Avg_Speed_While_Engine_Running_knots"
"1843"	"03/13/2011"	"13DC4A41.igc"	"Antares 20E"	"4:10:48"	"164435"	"205523"	"HOME"	"121"	"4914[4813]"	"37"	"-67"	"-104"	"Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=171519 and: 2929 msl [2808 agl]; Height gain/loss is: 7
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=173035 and: 3454 msl [3327 agl]; Height gain/loss is: -472
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=173851 and: 4166 msl [4019 agl]; Height gain/loss is: -187
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=174159 and: 3917 msl [3793 agl]; Height gain/loss is: 151
Antares20E's ENL monitor reports Engine Run 4 minutes, starts at T=174423 and: 4196 msl [4052 agl]; Height gain/loss is: -506
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=174851 and: 3704 msl [3580 agl]; Height gain/loss is: -17
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=175127 and: 3618 msl [3484 agl]; Height gain/loss is: -88
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=180711 and: 3375 msl [3231 agl]; Height gain/loss is: 263
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=183139 and: 2063 msl [1916 agl]; Height gain/loss is: -256
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=185111 and: 2267 msl [2143 agl]; Height gain/loss is: 16
Antares20E's ENL monitor reports Engine Run 5 minutes, starts at T=195107 and: 2198 msl [2041 agl]; Height gain/loss is: -968
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=201203 and: 3599 msl [3468 agl]; Height gain/loss is: -96
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=204307 and: 2729 msl [2598 agl]; Height gain/loss is: -259
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=204639 and: 2027 msl [1886 agl]; Height gain/loss is: -604
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=205323 and: 889 msl [755 agl]; Height gain/loss is: -696
Antares20E Motor noise registered by ENL sensor at t=['165423', '165503', '165547', '165635', '171031', '171055', '171519', '171855', '172335', '172423', '172459', '172523', '172543', '172607', '172627', '172659', '173035', '173307', '173655', '173731', '173851', '174131', '174159', '174331', '174423', '174831', '174851', '175003', '175019', '175059', '175127', '175247', '175859', '175919', '180711', '180859', '181359', '181439', '181627', '181651', '181823', '181843', '183035', '183131', '183139', '183323', '184843', '184931', '184951', '185023', '185111', '185211', '185759', '185843', '185951', '190047', '190235', '190259', '191255', '191323', '191811', '191831', '192419', '192447', '192519', '192555', '192611', '192635', '192743', '192759', '193743', '193823', '194231', '194303', '194359', '194431', '194523', '194603', '194643', '194723', '194815', '194907', '194943', '195003', '195107', '195615', '200807', '200831', '200911', '200931', '201111', '201135', '201203', '201303', '201535', '201607', '201707', '201743', '201759', '201819', '201847', '201907', '202247', '202311', '203447', '203503', '203939', '203959', '204031', '204051', '204115', '204151', '204307', '204415', '204427', '204447', '204459', '204523', '204547', '204611', '204639', '204931', '205323', '205519'] and [2441, 2247, 2283, 2195, 2199, 2142, 2808, 2818, 3267, 3166, 3074, 3008, 2946, 2868, 2857, 2870, 3327, 2832, 3977, 3999, 4019, 3838, 3793, 3937, 4052, 3556, 3580, 3553, 3513, 3533, 3484, 3422, 3536, 3379, 3231, 3507, 3149, 3166, 3018, 2906, 2614, 2555, 2178, 1952, 1916, 1643, 2340, 2276, 2205, 2070, 2143, 2162, 3642, 3373, 3471, 3652, 4163, 4311, 3783, 3727, 4738, 4607, 3488, 3346, 3461, 3543, 3648, 3763, 3930, 3944, 3740, 3491, 3238, 3127, 3078, 3133, 3045, 2710, 2785, 2503, 2363, 2089, 1949, 1962, 2041, 1060, 3898, 3894, 3783, 3704, 3405, 3344, 3468, 3330, 2867, 2750, 2737, 2605, 2497, 2411, 2382, 2353, 1893, 1972, 3658, 3648, 3009, 2936, 2795, 2736, 2618, 2526, 2598, 2343, 2274, 2244, 2149, 2087, 2061, 1988, 1886, 1286, 755, 69]AGL"	"171519,173035,173851,174159,174423,174851,175127,180711,183139,185111,195107,201203,204307,204639,205323"	""	""	"2929,3454,4166,3917,4196,3704,3618,3375,2063,2267,2198,3599,2729,2027,889"	""	""	"2808.0,3327.0,4019.0,3793.0,4052.0,3580.0,3484.0,3231.0,1916.0,2143.0,2041.0,3468.0,2598.0,1886.0,755.0"	""	""	"165423,165503,165547,165635,171031,171055,171519,171855,172335,172423,172459,172523,172543,172607,172627,172659,173035,173307,173655,173731,173851,174131,174159,174331,174423,174831,174851,175003,175019,175059,175127,175247,175859,175919,180711,180859,181359,181439,181627,181651,181823,181843,183035,183131,183139,183323,184843,184931,184951,185023,185111,185211,185759,185843,185951,190047,190235,190259,191255,191323,191811,191831,192419,192447,192519,192555,192611,192635,192743,192759,193743,193823,194231,194303,194359,194431,194523,194603,194643,194723,194815,194907,194943,195003,195107,195615,200807,200831,200911,200931,201111,201135,201203,201303,201535,201607,201707,201743,201759,201819,201847,201907,202247,202311,203447,203503,203939,203959,204031,204051,204115,204151,204307,204415,204427,204447,204459,204523,204547,204611,204639,204931,205323,205519"	""	""	"2441.0,2247.0,2283.0,2195.0,2199.0,2142.0,2808.0,2818.0,3267.0,3166.0,3074.0,3008.0,2946.0,2868.0,2857.0,2870.0,3327.0,2832.0,3977.0,3999.0,4019.0,3838.0,3793.0,3937.0,4052.0,3556.0,3580.0,3553.0,3513.0,3533.0,3484.0,3422.0,3536.0,3379.0,3231.0,3507.0,3149.0,3166.0,3018.0,2906.0,2614.0,2555.0,2178.0,1952.0,1916.0,1643.0,2340.0,2276.0,2205.0,2070.0,2143.0,2162.0,3642.0,3373.0,3471.0,3652.0,4163.0,4311.0,3783.0,3727.0,4738.0,4607.0,3488.0,3346.0,3461.0,3543.0,3648.0,3763.0,3930.0,3944.0,3740.0,3491.0,3238.0,3127.0,3078.0,3133.0,3045.0,2710.0,2785.0,2503.0,2363.0,2089.0,1949.0,1962.0,2041.0,1060.0,3898.0,3894.0,3783.0,3704.0,3405.0,3344.0,3468.0,3330.0,2867.0,2750.0,2737.0,2605.0,2497.0,2411.0,2382.0,2353.0,1893.0,1972.0,3658.0,3648.0,3009.0,2936.0,2795.0,2736.0,2618.0,2526.0,2598.0,2343.0,2274.0,2244.0,2149.0,2087.0,2061.0,1988.0,1886.0,1286.0,755.0,69.0"	""	""	"173035"	"Engine_Run_Start"	"ENL"	"2011-03-13 17:30:35"	"1900-01-01 16:44:35"	"2011-03-13 17:25:35"	"2011-03-13 17:30:35"	"2808.0,3327.0,4019.0,3793.0,4052.0,3580.0,3484.0,3231.0,1916.0,2143.0,2041.0,3468.0,2598.0,1886.0,755.0"	"0.54,0.36333333333333334,0.8966666666666666,-0.16333333333333333,0.11333333333333333,-0.4666666666666667,-0.31666666666666665,0.19333333333333333,-1.1633333333333333,-0.82,-0.6466666666666666,-0.6733333333333333,-0.6933333333333334,-0.6333333333333333,-0.5966666666666667"	"5.780160069908832,5.859880026867988,5.8703582164899375,5.934886820949043,5.918668292246252,6.11694589021694,6.290527370082336,6.634353730402565,7.195759164277629,6.954127859984911,6.801477999901522,7.235929590292681,6.758215509025215,6.671919642953714,7.290305597225873"	"True,True,True,True,True,True,False,False,False,False,False,False,False,False,False"	"115.94524904754638,125.4925680393982,128.02857836212158,134.2536688885498,147.75587039093017,120.53944380203247,113.94563674102783,157.00298221008302,143.43050667282105,112.8863948991394,124.25311678909301,140.76279667617797,129.7412122857666,166.29005573776246,118.10135405792236"	"Closed Forest, Other,Open Forest, Other,Closed Forest, Evergreen Needleleaf,Closed Forest, Evergreen Needleleaf,Closed Forest, Other,Open Forest, Other,Open Forest, Other,Closed Forest, Evergreen Needleleaf,Urban,Herbaceous vegetation,Shrubs,Shrubs,Herbaceous vegetation,Closed Forest, Other,Open Forest, Other"	"True,True,True,True,True,True,True,True,True,True,True,True,True,True,False"	"180,120,120,60,240,60,60,60,60,60,300,60,60,120,60"	"7, -472, -187, 151, -506, -17, -88, 263, -256, 16, -968, -96, -259, -604, -696"	""	""	""	"53.4,62.3,55.5,57.1,56.1,68.8,53.3,57.2,57.8,62.4,59.0,52.8,80.0,81.3,73.6"	"69.3,65.0,73.6,68.3,77.0,81.2,69.2,68.1,62.7,68.7,82.8,82.3,84.7,85.3,81.9"	"62.4,63.6,65.1,62.6,65.5,73.5,59.8,63.7,60.2,66.8,75.0,66.4,82.6,82.7,78.4"	"52.6,52.9,53.9,53.5,53.3,53.3,54.5,54.6,54.5,51.5,52.4,73.7,75.8,50.4,48.2"	"78.0,71.5,71.1,72.7,81.2,80.0,80.0,74.2,68.1,66.0,74.7,85.6,86.4,94.4,59.4"	"62.4,61.1,61.9,63.1,69.1,66.5,66.1,66.6,60.9,59.1,63.0,82.4,81.5,73.8,54.9"	"True"	""	""	""
"1852"	"03/18/2011"	"13IC4A41.igc"	"Antares 20E"	"3:56:48"	"163228"	"202916"	"HOME"	"144"	"5354[5243]"	"44"	"-65"	"-109"	"Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=171600 and: 4803 msl [4682 agl]; Height gain/loss is: -141
Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=171844 and: 4576 msl [4439 agl]; Height gain/loss is: -338
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=172424 and: 4832 msl [4714 agl]; Height gain/loss is: 17
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=173724 and: 5114 msl [4987 agl]; Height gain/loss is: -279
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=174208 and: 4760 msl [4646 agl]; Height gain/loss is: -696
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=182028 and: 2867 msl [2749 agl]; Height gain/loss is: 105
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=185036 and: 4537 msl [4403 agl]; Height gain/loss is: -345
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=185744 and: 3051 msl [2937 agl]; Height gain/loss is: -358
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=185928 and: 2516 msl [2395 agl]; Height gain/loss is: -151
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=194756 and: 2450 msl [2300 agl]; Height gain/loss is: -420
Antares20E's ENL monitor reports Engine Run 5 minutes, starts at T=195412 and: 810 msl [706 agl]; Height gain/loss is: 1457
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=201232 and: 4435 msl [4294 agl]; Height gain/loss is: -298
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=201420 and: 4028 msl [3894 agl]; Height gain/loss is: -479
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=201708 and: 3707 msl [3583 agl]; Height gain/loss is: -167
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=202008 and: 3323 msl [3202 agl]; Height gain/loss is: -341
Antares20E's ENL monitor reports Engine Run 3 minutes, starts at T=202532 and: 2234 msl [2133 agl]; Height gain/loss is: -2018
Antares20E Motor noise registered by ENL sensor at t=['163648', '163728', '165644', '165740', '170844', '170928', '171016', '171056', '171600', '171700', '171844', '172120', '172424', '172544', '172920', '173016', '173724', '173856', '174052', '174124', '174208', '174524', '174924', '174948', '180812', '180852', '181348', '181404', '181412', '181432', '181536', '181600', '181748', '181824', '182028', '182200', '182736', '182804', '182944', '183024', '183420', '183512', '183544', '183628', '183808', '183828', '184044', '184108', '184204', '184256', '185036', '185144', '185240', '185308', '185636', '185732', '185744', '185844', '185900', '185916', '185928', '190048', '193348', '193428', '194152', '194232', '194756', '194912', '195140', '195204', '195232', '195324', '195412', '195956', '201124', '201204', '201232', '201344', '201420', '201544', '201708', '201808', '201828', '201916', '202008', '202120', '202436', '202516', '202532', '202904'] and [1703, 1656, 3776, 3655, 4160, 3931, 3792, 3819, 4682, 4544, 4439, 4127, 4714, 4725, 4311, 4265, 4987, 4724, 4597, 4656, 4646, 3940, 3770, 3776, 3632, 3534, 2916, 2911, 2881, 2966, 2923, 3018, 3314, 3136, 2749, 2851, 3087, 3038, 3439, 3176, 3442, 3553, 3570, 3333, 2881, 2783, 2756, 2658, 2553, 2343, 4403, 4074, 3898, 3757, 3196, 3018, 2937, 2566, 2533, 2487, 2395, 2283, 3484, 3222, 3524, 3451, 2300, 1912, 1223, 1073, 991, 817, 706, 2067, 4498, 4373, 4294, 4000, 3894, 3399, 3583, 3383, 3310, 3205, 3202, 2822, 2208, 2090, 2133, 92]AGL"	"171600,171844,172424,173724,174208,182028,185036,185744,185928,194756,195412,201232,201420,201708,202008,202532"	""	""	"4803,4576,4832,5114,4760,2867,4537,3051,2516,2450,810,4435,4028,3707,3323,2234"	""	""	"4682.0,4439.0,4714.0,4987.0,4646.0,2749.0,4403.0,2937.0,2395.0,2300.0,706.0,4294.0,3894.0,3583.0,3202.0,2133.0"	""	""	"163648,163728,165644,165740,170844,170928,171016,171056,171600,171700,171844,172120,172424,172544,172920,173016,173724,173856,174052,174124,174208,174524,174924,174948,180812,180852,181348,181404,181412,181432,181536,181600,181748,181824,182028,182200,182736,182804,182944,183024,183420,183512,183544,183628,183808,183828,184044,184108,184204,184256,185036,185144,185240,185308,185636,185732,185744,185844,185900,185916,185928,190048,193348,193428,194152,194232,194756,194912,195140,195204,195232,195324,195412,195956,201124,201204,201232,201344,201420,201544,201708,201808,201828,201916,202008,202120,202436,202516,202532,202904"	""	""	"1703.0,1656.0,3776.0,3655.0,4160.0,3931.0,3792.0,3819.0,4682.0,4544.0,4439.0,4127.0,4714.0,4725.0,4311.0,4265.0,4987.0,4724.0,4597.0,4656.0,4646.0,3940.0,3770.0,3776.0,3632.0,3534.0,2916.0,2911.0,2881.0,2966.0,2923.0,3018.0,3314.0,3136.0,2749.0,2851.0,3087.0,3038.0,3439.0,3176.0,3442.0,3553.0,3570.0,3333.0,2881.0,2783.0,2756.0,2658.0,2553.0,2343.0,4403.0,4074.0,3898.0,3757.0,3196.0,3018.0,2937.0,2566.0,2533.0,2487.0,2395.0,2283.0,3484.0,3222.0,3524.0,3451.0,2300.0,1912.0,1223.0,1073.0,991.0,817.0,706.0,2067.0,4498.0,4373.0,4294.0,4000.0,3894.0,3399.0,3583.0,3383.0,3310.0,3205.0,3202.0,2822.0,2208.0,2090.0,2133.0,92.0"	""	""	"171844"	"Engine_Run_Start"	"ENL"	"2011-03-18 17:18:44"	"1900-01-01 16:32:28"	"2011-03-18 17:13:44"	"2011-03-18 17:18:44"	"4682.0,4439.0,4714.0,4987.0,4646.0,2749.0,4403.0,2937.0,2395.0,2300.0,706.0,4294.0,3894.0,3583.0,3202.0,2133.0"	"0.8133333333333334,-0.06,0.43,0.30666666666666664,-0.5033333333333333,-0.27666666666666667,1.1366666666666667,-0.9333333333333333,-1.16,-1.11,-1.24,-0.25333333333333335,-0.6733333333333333,-0.8033333333333333,-0.31666666666666665,-0.9866666666666667"	"5.916090559848816,6.415768962570412,6.211980582209701,6.3719628554543295,6.613987750512415,7.0554682436578595,6.308724301344932,7.942806931400592,7.9234616047089625,7.163646308161043,6.962007564643532,7.026447053855805,7.0237256474351835,6.8694927367625755,6.896340624953802,6.95133855037657"	"True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False"	"122.48466413070679,139.53841398117066,125.64869779632568,126.27168994384766,112.91982356292725,115.72736825088501,120.30024925979615,83.76460956680297,107.88464828857421,124.66381001342774,104.82449253738403,146.14881647766114,133.16805707489013,137.35135835845946,133.89365056488037,108.50103229888916"	"Closed Forest, Evergreen Needleleaf,Closed Forest, Evergreen Needleleaf,Closed Forest, Evergreen Needleleaf,Closed Forest, Evergreen Needleleaf,Closed Forest, Evergreen Needleleaf,Open Forest, Other,Herbaceous vegetation,Open Forest, Other,Agriculture,Open Forest, Other,Shrubs,Open Forest, Other,Closed Forest, Other,Closed Forest, Other,Closed Forest, Evergreen Needleleaf,Open Forest, Other"	"True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True"	"60,120,60,60,180,60,60,60,60,60,300,60,60,60,60,180"	"-141, -338, 17, -279, -696, 105, -345, -358, -151, -420, 1457, -298, -479, -167, -341, -2018"	""	""	""	"63.3,53.7,50.2,49.0,49.5,52.6,47.9,47.5,58.3,58.5,58.7,52.1,54.5"	"85.8,94.8,93.6,89.3,93.4,90.0,53.3,72.1,66.3,62.5,61.4,57.6,83.6"	"74.5,77.0,72.7,70.7,79.2,67.3,51.2,58.1,60.8,59.6,60.0,54.5,69.5"	"45.5,45.5,47.2,46.5,46.8,45.6,45.7,45.7,46.7,47.8,47.7,47.7,51.2,45.4,57.1"	"94.8,94.5,94.9,93.4,94.2,94.7,94.1,94.8,90.5,93.5,88.4,88.4,65.0,60.7,57.1"	"71.7,73.5,75.6,69.3,73.5,70.7,70.9,72.9,70.1,66.4,61.4,61.5,57.5,52.6,57.1"	"True"	""	""	""
"1858"	"08/19/2021"	"18JVAA22.igc"	"ASG 32 MI"	"4:21:43"	"183308"	"225451"	"HOME"	"938"	"6161[5482]"	"286"	"273"	"-13"	"ASG32Mi's ENL monitor reports Engine Run 3 minutes, starts at T=183308 and: 938 msl [0 agl]; Height gain/loss is: 1010
ASG32Mi's ENL monitor reports Engine Run 2 minutes, starts at T=184028 and: 2555 msl [1620 agl]; Height gain/loss is: 335
ASG32Mi Motor noise registered by ENL sensor at t=['183309', '183622', '184028', '184236'] and [-2, 1056, 1620, 1962]AGL"	"183308,184028"	""	""	"938,2555"	""	""	"0.0,1620.0"	""	""	"183309,183622,184028,184236"	""	""	"-2.0,1056.0,1620.0,1962.0"	""	""	"184028"	"Engine_Run_Start"	"ENL"	"2021-08-19 18:40:28"	"1900-01-01 18:33:08"	"2021-08-19 18:35:28"	"2021-08-19 18:40:28"	"0.0,1620.0"	"0.0,0.8266666666666667"	"0.19674368475355128,4.949523642254506"	"False,False"	"936.8123832373046,938.3004155883789"	"Shrubs,Shrubs"	"False,True"	"180,120"	"1010, 335"	"79.36,63.64"	"67.25,54.35"	"84.32,81.16"	"45.3,47.0"	"54.0,75.1"	"49.4,61.2"	"45.7,45.5"	"73.8,80.7"	"60.1,65.1"	"True"	"67.25,54.35"	"84.32,81.16"	"79.36,63.64"
"1861"	"06/02/2024"	"462V8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"3:34:48"	"165935"	"203423"	"HOME"	"285"	"4071[3714]"	"87"	"30"	"-57"	"ASG29E18m's ENL monitor reports Engine Run 1 minutes, starts at T=170537 and: 2040 msl [1729 agl]; Height gain/loss is: 325
ASG29E18m Motor noise registered by ENL sensor at t=['170537', '170722'] and [1729, 2054]AGL"	"170537"	""	""	"2040"	""	""	"1729.0"	""	""	"170537,170722"	""	""	"1729.0,2054.0"	""	""	"170537"	"Engine_Run_Start"	"ENL"	"2024-06-02 17:05:37"	"1900-01-01 16:59:35"	"2024-06-02 17:00:37"	"2024-06-02 17:05:37"	"1729.0"	"1.4633333333333334"	"6.590342957278961"	"False"	"338.08506523132326"	"Closed Forest, Evergreen Needleleaf"	"True"	"60"	"325"	"71.74"	"53.56"	"80.79"	"60.3"	"73.0"	"63.5"	"49.0"	"70.5"	"60.0"	"True"	"53.56"	"80.79"	"71.74"
"1865"	"06/01/2024"	"461VAKJ1.igc"	"AS 33ES"	"3:06:40"	"203700"	"234340"	"HOME"	"4724"	"15718[9295]"	"1440"	"1412"	"-28"	"AS33-18's ENL monitor reports Engine Run 4 minutes, starts at T=233102 and: 6492 msl [1617 agl]; Height gain/loss is: 594
AS33-18 Motor noise registered by ENL sensor at t=['233102', '233540'] and [1617, 2159]AGL"	"233102"	""	""	"6492"	""	""	"1617.0"	""	""	"233102,233540"	""	""	"1617.0,2159.0"	""	""	"233102"	"Engine_Run_Start"	"ENL"	"2024-06-01 23:31:02"	"1900-01-01 20:37:00"	"2024-06-01 23:26:02"	"2024-06-01 23:31:02"	"1617.0"	"-1.6333333333333333"	"11.554017325074055"	"False"	"4862.339846196289"	"Herbaceous vegetation"	"True"	"240"	"594"	"76.90"	"65.79"	"86.90"	"53.2"	"73.3"	"62.2"	"45.4"	"81.0"	"63.7"	"False"	"65.79"	"86.90"	"76.90"
"1867"	"08/14/2023"	"38ev8mv1.igc"	"LS 10-ST"	"3:21:47"	"181944"	"214131"	"HOME"	"938"	"7788[6880]"	"286"	"244"	"-42"	"LS10-s-18's ENL monitor reports Engine Run 4 minutes, starts at T=212828 and: 3257 msl [2345 agl]; Height gain/loss is: 1159
LS10-s-18 Motor noise registered by ENL sensor at t=['212828', '213318'] and [2345, 3550]AGL"	"212828"	""	""	"3257"	""	""	"2345.0"	""	""	"212828,213318"	""	""	"2345.0,3550.0"	""	""	"212828"	"Engine_Run_Start"	"ENL"	"2023-08-14 21:28:28"	"1900-01-01 18:19:44"	"2023-08-14 21:23:28"	"2023-08-14 21:28:28"	"2345.0"	"-1.9233333333333333"	"8.980080528774824"	"False"	"914.5752005493164"	"Shrubs"	"True"	"240"	"1159"	"52.71"	"46.66"	"101.53"	"45.4"	"92.2"	"53.0"	"49.1"	"82.9"	"73.4"	"True"	"46.66"	"101.53"	"52.71"
"1868"	"08/07/2021"	"187VAIK1.igc"	"VENTUS 3F"	"3:11:03"	"172825"	"203928"	"HOME"	"298"	"4540[4222]"	"91"	"50"	"-41"	"Ventus3F15m's RPM monitor reports Engine Run 10 minutes, starts at T=202222 and: 1850 msl [1536 agl]; Height gain/loss is: 1243
Ventus3F15m Motor noise registered by MOP sensor at t=['202226', '203304'] and [1529, 2812]AGL"	""	""	"202222"	""	""	"1850"	""	""	"1536.0"	""	"202226,203304"	""	""	"1529.0,2812.0"	""	"202222"	"Engine_Run_Start"	"RPM"	"2021-08-07 20:22:22"	"1900-01-01 17:28:25"	"2021-08-07 20:17:22"	"2021-08-07 20:22:22"	"1536.0"	"-1.0266666666666666"	"6.80446840859673"	"False"	"298.9055448849487"	"Herbaceous vegetation"	"True"	"600"	"1243"	"55.48"	"43.14"	"74.96"	"46.4"	"90.5"	"65.5"	"46.6"	"94.9"	"77.4"	"True"	"43.14"	"74.96"	"55.48"
"1877"	"04/20/2021"	"14KVAGO2.igc"	"ASH 31 MI"	"2:28:14"	"181533"	"204347"	"HOME"	"442"	"6961[6388]"	"135"	"94"	"-41"	"ASH31/21m's ENL monitor reports Engine Run 4 minutes, starts at T=181533 and: 446 msl [20 agl]; Height gain/loss is: 2158
ASH31/21m's ENL monitor reports Engine Run 1 minutes, starts at T=183656 and: 1437 msl [1037 agl]; Height gain/loss is: 961
ASH31/21m Motor noise registered by ENL sensor at t=['181534', '181933', '183656', '183833', '204334', '204335', '204336', '204344'] and [16, 2145, 1037, 1926, 63, 66, 66, 72]AGL"	"181533,183656"	""	""	"446,1437"	""	""	"20.0,1037.0"	""	""	"181534,181933,183656,183833,204334,204335,204336,204344"	""	""	"16.0,2145.0,1037.0,1926.0,63.0,66.0,66.0,72.0"	""	""	"183656"	"Engine_Run_Start"	"ENL"	"2021-04-20 18:36:56"	"1900-01-01 18:15:33"	"2021-04-20 18:31:56"	"2021-04-20 18:36:56"	"20.0,1037.0"	"0.005681818181818182,-0.6466666666666666"	"0.05949834156695251,4.444159913787909"	"False,False"	"426.7330756787109,403.1822754125977"	"Open Forest, Other,Closed Forest, Evergreen Needleleaf"	"False,True"	"240,60"	"2158, 961"	"72.73,70.08"	"49.51,51.30"	"84.10,88.83"	"45.8,65.3"	"73.2,77.2"	"59.0,70.8"	"45.0,45.3"	"86.3,72.5"	"60.2,58.1"	"True"	"49.51,51.30"	"84.10,88.83"	"72.73,70.08"
"1883"	"06/07/2024"	"2024-06-07-NAV-180804-01.igc"	"VENTUS 2CM"	"3:25:09"	"161603"	"194112"	"HOME"	"295"	"5078[4708]"	"90"	"110"	"20"	"Ventus2cM18m's ENL monitor reports Engine Run 5 minutes, starts at T=164644 and: 1072 msl [702 agl]; Height gain/loss is: 899
Ventus2cM18m's ENL monitor reports Engine Run 11 minutes, starts at T=185215 and: 856 msl [492 agl]; Height gain/loss is: 3527
Ventus2cM18m Motor noise registered by ENL sensor at t=['164644', '165236', '185215', '190329'] and [702, 1594, 492, 4023]AGL"	"164644,185215"	""	""	"1072,856"	""	""	"702.0,492.0"	""	""	"164644,165236,185215,190329"	""	""	"702.0,1594.0,492.0,4023.0"	""	""	"185215"	"Engine_Run_Start"	"ENL"	"2024-06-07 18:52:15"	"1900-01-01 16:16:03"	"2024-06-07 18:47:15"	"2024-06-07 18:52:15"	"702.0,492.0"	"-0.7233333333333334,-0.6233333333333333"	"7.317753362777317,6.387630340673394"	"True,False"	"364.4594173965454,361.3303392749023"	"Agriculture,Agriculture"	"False,False"	"300,660"	"899, 3527"	""	""	""	"61.9,54.9"	"76.6,67.8"	"68.8,60.0"	"50.8,48.4"	"91.2,88.1"	"73.1,73.9"	"True"	""	""	""
"1887"	"06/08/2024"	"468V8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"2:27:13"	"172308"	"195021"	"HOME"	"298"	"4455[4163]"	"91"	"71"	"-20"	"ASG29E18m's ENL monitor reports Engine Run 15 minutes, starts at T=192626 and: 984 msl [601 agl]; Height gain/loss is: 2542
ASG29E18m Motor noise registered by ENL sensor at t=['192626', '194142'] and [601, 3116]AGL"	"192626"	""	""	"984"	""	""	"601.0"	""	""	"192626,194142"	""	""	"601.0,3116.0"	""	""	"192626"	"Engine_Run_Start"	"ENL"	"2024-06-08 19:26:26"	"1900-01-01 17:23:08"	"2024-06-08 19:21:26"	"2024-06-08 19:26:26"	"601.0"	"-0.59"	"4.988770592152898"	"True"	"384.88551993499755"	"Agriculture"	"False"	"900"	"2542"	"71.90"	"48.62"	"79.78"	"58.9"	"69.3"	"62.5"	"55.3"	"93.3"	"79.4"	"True"	"48.62"	"79.78"	"71.90"
